POS Txn,Dept,ID,Sales U
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0836:HOUSEHOLD CLEANING,143,2
16100000000000000000,0879:PET SUPPLIES,158,2
16100000000000000000,0884:LAWN & GARDEN,160,2
16100000000000000000,0590:MASS COSMETICS,86,1
16100000000000000000,0640:TOYS,108,1
16100000000000000000,0962:BEVERAGES,170,4
16100000000000000000,0973:CANDY,175,3
16100000000000000000,0640:TOYS,108,1
16100000000000000000,0646:SEASONAL,110,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0983:WINE,177,1
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0846:BATTERIES,147,1
16100000000000000000,0961:GENERAL GROCERIES,169,1
16100000000000000000,0962:BEVERAGES,170,2
16100000000000000000,0597:HEALTH AIDS,93,3
16100000000000000000,0603:BEAUTY CARE,99,1
16100000000000000000,0604:PERSONAL CARE,100,2
16100000000000000000,0982:SPIRITS,176,5
16100000000000000000,0984:BEER,178,2
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0637:FISHING,105,1
16100000000000000000,0597:HEALTH AIDS,93,3
16100000000000000000,0604:PERSONAL CARE,100,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,3
16100000000000000000,0984:BEER,178,2
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0983:WINE,177,2
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0984:BEER,178,2
16100000000000000000,0597:HEALTH AIDS,93,2
16100000000000000000,0861:GENERAL HARDWARE,156,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0982:SPIRITS,176,4
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0982:SPIRITS,176,13
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0991:TOBACCO,179,4
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0822:THIRD PARTY GIFTCARD,278,2
16100000000000000000,0879:PET SUPPLIES,158,3
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0983:WINE,177,2
16100000000000000000,0359:MENS ACCESSORIES,41,1
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0645:BIKES,109,4
16100000000000000000,0846:BATTERIES,147,1
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0983:WINE,177,3
16100000000000000000,0861:GENERAL HARDWARE,156,3
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,4
16100000000000000000,0861:GENERAL HARDWARE,156,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0603:BEAUTY CARE,99,3
16100000000000000000,0638:GEN SPORTING GOODS,106,4
16100000000000000000,0973:CANDY,175,4
16100000000000000000,0982:SPIRITS,176,5
16100000000000000000,0983:WINE,177,1
16100000000000000000,0984:BEER,178,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0532:AMERICAN GREETINGS,72,2
16100000000000000000,0640:TOYS,108,1
16100000000000000000,0646:SEASONAL,110,1
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0541:BOOKS AND MAPS,74,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0973:CANDY,175,3
16100000000000000000,0983:WINE,177,1
16100000000000000000,0984:BEER,178,2
16100000000000000000,0861:GENERAL HARDWARE,156,4
16100000000000000000,0638:GEN SPORTING GOODS,106,1
16100000000000000000,0983:WINE,177,2
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0984:BEER,178,4
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0590:MASS COSMETICS,86,1
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,2
16100000000000000000,0984:BEER,178,2
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0884:LAWN & GARDEN,160,6
16100000000000000000,0983:WINE,177,1
16100000000000000000,0531:STATIONERY SUNDRIES,71,4
16100000000000000000,0597:HEALTH AIDS,93,3
16100000000000000000,0603:BEAUTY CARE,99,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,2
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0973:CANDY,175,8
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0879:PET SUPPLIES,158,2
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0991:TOBACCO,179,3
16100000000000000000,0532:AMERICAN GREETINGS,72,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,2
16100000000000000000,0879:PET SUPPLIES,158,3
16100000000000000000,0982:SPIRITS,176,4
16100000000000000000,0991:TOBACCO,179,4
16100000000000000000,0962:BEVERAGES,170,2
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0984:BEER,178,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0973:CANDY,175,8
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0391:MENS SHOES,48,1
16100000000000000000,0638:GEN SPORTING GOODS,106,1
16100000000000000000,0644:SPORTS NUTRITION,292,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0836:HOUSEHOLD CLEANING,143,3
16100000000000000000,0646:SEASONAL,110,2
16100000000000000000,0861:GENERAL HARDWARE,156,1
16100000000000000000,0797:SEASONAL GIFTS,294,2
16100000000000000000,0983:WINE,177,1
16100000000000000000,0984:BEER,178,7
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0884:LAWN & GARDEN,160,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0984:BEER,178,2
16100000000000000000,0071:BEAUTY RETAIL,266,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0826:SMALL ELECTRICS,138,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0983:WINE,177,3
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0395:MENS ATHLETIC SHOES,49,1
16100000000000000000,0961:GENERAL GROCERIES,169,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0984:BEER,178,2
16100000000000000000,0984:BEER,178,3
16100000000000000000,0991:TOBACCO,179,3
16100000000000000000,0110:LDS OUTERWEAR/OUTDR,1,1
16100000000000000000,0240:SLEEPWEAR/LOUNGEWEAR,24,1
16100000000000000000,0380:MENS ACTIVEWEAR,46,1
16100000000000000000,0470:BOYS 8-20 CLOTHING,61,1
16100000000000000000,0603:BEAUTY CARE,99,3
16100000000000000000,0722:OUTDOOR LIVING,122,1
16100000000000000000,0837:GENERAL HOUSEWARES,296,3
16100000000000000000,0845:AS SEEN ON TV,146,2
16100000000000000000,0982:SPIRITS,176,4
16100000000000000000,0983:WINE,177,3
16100000000000000000,0984:BEER,178,2
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0991:TOBACCO,179,3
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0982:SPIRITS,176,4
16100000000000000000,0879:PET SUPPLIES,158,2
16100000000000000000,0982:SPIRITS,176,4
16100000000000000000,0991:TOBACCO,179,4
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0854:VIDEO GAMES,152,2
16100000000000000000,0590:MASS COSMETICS,86,1
16100000000000000000,0983:WINE,177,3
16100000000000000000,0984:BEER,178,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0603:BEAUTY CARE,99,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0603:BEAUTY CARE,99,1
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0984:BEER,178,2
16100000000000000000,0640:TOYS,108,1
16100000000000000000,0645:BIKES,109,2
16100000000000000000,0680:AUTOMOTIVE,113,1
16100000000000000000,0879:PET SUPPLIES,158,4
16100000000000000000,0991:TOBACCO,179,3
16100000000000000000,0879:PET SUPPLIES,158,10
16100000000000000000,0983:WINE,177,3
16100000000000000000,0646:SEASONAL,110,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,8
16100000000000000000,0852:COMPUTER SOFTWARE,150,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0644:SPORTS NUTRITION,292,1
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0604:PERSONAL CARE,100,4
16100000000000000000,0961:GENERAL GROCERIES,169,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0826:SMALL ELECTRICS,138,2
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0982:SPIRITS,176,4
16100000000000000000,0984:BEER,178,6
16100000000000000000,0991:TOBACCO,179,3
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0983:WINE,177,11
16100000000000000000,0879:PET SUPPLIES,158,3
16100000000000000000,0530:SCHOOL/OFFIC SUPP,70,3
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0644:SPORTS NUTRITION,292,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0983:WINE,177,12
16100000000000000000,0984:BEER,178,1
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0597:HEALTH AIDS,93,2
16100000000000000000,0644:SPORTS NUTRITION,292,10
16100000000000000000,0961:GENERAL GROCERIES,169,3
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0983:WINE,177,1
16100000000000000000,0962:BEVERAGES,170,7
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0983:WINE,177,1
16100000000000000000,0983:WINE,177,12
16100000000000000000,0836:HOUSEHOLD CLEANING,143,2
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0846:BATTERIES,147,1
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0984:BEER,178,1
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0961:GENERAL GROCERIES,169,3
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0531:STATIONERY SUNDRIES,71,7
16100000000000000000,0644:SPORTS NUTRITION,292,1
16100000000000000000,0856:GLUES/TAPES/ACC,154,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0846:BATTERIES,147,1
16100000000000000000,0861:GENERAL HARDWARE,156,1
16100000000000000000,0863:POWER EQUIPMENT,157,1
16100000000000000000,0161:MISSY KAREN SCOTT,5,1
16100000000000000000,0593:PRESTIGE COSMETICS,270,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,7
16100000000000000000,0961:GENERAL GROCERIES,169,2
16100000000000000000,0984:BEER,178,3
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0056:SOUVENIR,265,1
16100000000000000000,0532:AMERICAN GREETINGS,72,5
16100000000000000000,0603:BEAUTY CARE,99,2
16100000000000000000,0646:SEASONAL,110,5
16100000000000000000,0861:GENERAL HARDWARE,156,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0983:WINE,177,4
16100000000000000000,0380:MENS ACTIVEWEAR,46,1
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0983:WINE,177,6
16100000000000000000,0353:MENS OUTDOOR,36,1
16100000000000000000,0597:HEALTH AIDS,93,6
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0861:GENERAL HARDWARE,156,1
16100000000000000000,0961:GENERAL GROCERIES,169,2
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0861:GENERAL HARDWARE,156,1
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0604:PERSONAL CARE,100,5
16100000000000000000,0962:BEVERAGES,170,4
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0982:SPIRITS,176,4
16100000000000000000,0984:BEER,178,2
16100000000000000000,0640:TOYS,108,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,2
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0639:TEAM SPORTING GOODS,107,1
16100000000000000000,0961:GENERAL GROCERIES,169,3
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0353:MENS OUTDOOR,36,2
16100000000000000000,0644:SPORTS NUTRITION,292,1
16100000000000000000,0646:SEASONAL,110,6
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0449:GIRLS ACCESSORIES,58,1
16100000000000000000,0532:AMERICAN GREETINGS,72,3
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0838:FLOOR CARE,144,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0983:WINE,177,5
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0984:BEER,178,2
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0646:SEASONAL,110,2
16100000000000000000,0973:CANDY,175,7
16100000000000000000,0640:TOYS,108,1
16100000000000000000,0983:WINE,177,2
16100000000000000000,0982:SPIRITS,176,6
16100000000000000000,0983:WINE,177,1
16100000000000000000,0984:BEER,178,1
16100000000000000000,0961:GENERAL GROCERIES,169,3
16100000000000000000,0973:CANDY,175,3
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0531:STATIONERY SUNDRIES,71,3
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0982:SPIRITS,176,6
16100000000000000000,0983:WINE,177,4
16100000000000000000,0983:WINE,177,1
16100000000000000000,0984:BEER,178,1
16100000000000000000,0983:WINE,177,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,5
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0597:HEALTH AIDS,93,3
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0884:LAWN & GARDEN,160,1
16100000000000000000,0982:SPIRITS,176,12
16100000000000000000,0984:BEER,178,2
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0984:BEER,178,1
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0353:MENS OUTDOOR,36,1
16100000000000000000,0380:MENS ACTIVEWEAR,46,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0961:GENERAL GROCERIES,169,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0983:WINE,177,3
16100000000000000000,0982:SPIRITS,176,12
16100000000000000000,0983:WINE,177,2
16100000000000000000,0380:MENS ACTIVEWEAR,46,1
16100000000000000000,0590:MASS COSMETICS,86,1
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0343:MENS DENIM JEANS,34,1
16100000000000000000,0532:AMERICAN GREETINGS,72,4
16100000000000000000,0722:OUTDOOR LIVING,122,1
16100000000000000000,0973:CANDY,175,1
16100000000000000000,0962:BEVERAGES,170,4
16100000000000000000,0632:DIGITAL FITNESS,309,1
16100000000000000000,0962:BEVERAGES,170,2
16100000000000000000,0982:SPIRITS,176,2
16100000000000000000,0983:WINE,177,1
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0639:TEAM SPORTING GOODS,107,3
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0597:HEALTH AIDS,93,3
16100000000000000000,0589:SUNGLASSES,85,1
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0638:GEN SPORTING GOODS,106,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0961:GENERAL GROCERIES,169,1
16100000000000000000,0984:BEER,178,1
16100000000000000000,0991:TOBACCO,179,3
16100000000000000000,0531:STATIONERY SUNDRIES,71,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0644:SPORTS NUTRITION,292,2
16100000000000000000,0646:SEASONAL,110,1
16100000000000000000,0854:VIDEO GAMES,152,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0982:SPIRITS,176,7
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0826:SMALL ELECTRICS,138,1
16100000000000000000,0836:HOUSEHOLD CLEANING,143,3
16100000000000000000,0845:AS SEEN ON TV,146,1
16100000000000000000,0861:GENERAL HARDWARE,156,1
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0640:TOYS,108,1
16100000000000000000,0982:SPIRITS,176,1
16100000000000000000,0984:BEER,178,6
16100000000000000000,0884:LAWN & GARDEN,160,1
16100000000000000000,0991:TOBACCO,179,1
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0161:MISSY KAREN SCOTT,5,1
16100000000000000000,0167:MISSY TOPS,8,1
16100000000000000000,0261:HOSIERY,250,1
16100000000000000000,0983:WINE,177,1
16100000000000000000,0984:BEER,178,2
16100000000000000000,0511:NAVY PRIDE SOFTLINES,65,1
16100000000000000000,0603:BEAUTY CARE,99,2
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0879:PET SUPPLIES,158,5
16100000000000000000,0592:WMNS PRESTIGE FRAG,269,1
16100000000000000000,0973:CANDY,175,4
16100000000000000000,0879:PET SUPPLIES,158,7
16100000000000000000,0836:HOUSEHOLD CLEANING,143,1
16100000000000000000,0973:CANDY,175,2
16100000000000000000,0982:SPIRITS,176,3
16100000000000000000,0604:PERSONAL CARE,100,1
16100000000000000000,0636:FITNESS/EXERCISE,104,1
16100000000000000000,0879:PET SUPPLIES,158,1
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0601:VALUE ZONE,97,1
16100000000000000000,0983:WINE,177,7
16100000000000000000,0637:FISHING,105,1
16100000000000000000,0640:TOYS,108,2
16100000000000000000,0962:BEVERAGES,170,1
16100000000000000000,0597:HEALTH AIDS,93,1
16100000000000000000,0634:VITAMINS & HLTH AIDS,102,1
16100000000000000000,0815:AUDIO ELECTRONICS,132,1
16100000000000000000,0961:GENERAL GROCERIES,169,1
16100000000000000000,0532:AMERICAN GREETINGS,72,1
16100000000000000000,0639:TEAM SPORTING GOODS,107,1
16100000000000000000,0991:TOBACCO,179,2
16100000000000000000,0186:JUNIOR DRESSES,17,2
16100000000000000000,0230:DAYWEAR,23,2
16100000000000000000,0355:MENS SPORT SHIRTS,38,1
